Cycle,Voltage_measured,Current_measured,Temperature_measured,Time,Capacity,Battery_ID
1,3.522006703394617,-1.8691188840185695,32.62485875142121,1812.0874974619292,1.89105229539079,B0007
3,3.5319490434317116,-1.8680422715350309,32.738209593287145,1803.1433724489798,1.880637027686859,B0007
5,3.5344025220217845,-1.877784734502072,32.68511456550919,1793.8093794871795,1.8806626717011388,B0007
7,3.53492504932652,-1.8875256535871228,32.554748499572646,1784.3594278350517,1.8807709009833444,B0007
9,3.534536640068787,-1.8871559747738404,32.46787845303298,1783.5013505154639,1.8794508728285058,B0007
11,3.5411626672196816,-1.8675154082122565,32.48624734055599,1793.4977589743594,1.8807003517117404,B0007
13,3.541165612176161,-1.8673304059806155,32.55779966353037,1792.8422461538462,1.8799352523566075,B0007
15,3.5494581176357975,-1.9063154499484403,32.45374435641106,1756.570764397906,1.8815088124038797,B0007
17,3.5502805464079743,-1.9164259300038171,32.373246444985035,1745.895568421053,1.8696907870385844,B0007
19,3.5481347674910286,-1.9165016044519978,32.30534276235138,1746.0239315789474,1.870052380139199,B0007
21,3.5484272148956437,-1.926771167846017,32.183319483399806,1736.7096984126983,1.8700442394188577,B0007
24,3.5560433603714667,-1.936979366983281,32.378853181816005,1717.784090909091,1.8596518987766364,B0007
26,3.5604849642800684,-1.947065774665518,32.2913249500013,1708.225698924731,1.8590746560862206,B0007
28,3.5562872542469752,-1.946961601670498,32.14782797344657,1707.6932258064517,1.8590084577709232,B0007
30,3.5647746218187324,-1.946851050742258,32.01380948237792,1698.3709945945948,1.8593622586957048,B0007
32,3.565438928797127,-1.9574063719005568,31.881310103471357,1688.5975869565218,1.8587355450601035,B0007
34,3.565961679108638,-1.9680136940585706,31.854304304240515,1679.5417049180328,1.847817291322145,B0007
36,3.572496559005355,-1.9680499927642312,31.856555404576753,1670.3903406593408,1.8485252916137047,B0007
38,3.5699492020415136,-1.9680218912213907,31.867182607083926,1669.7937802197803,1.848378951850034,B0007
41,3.5464338449590023,-1.9066656790606797,32.35216872128999,1765.5130781249998,1.8807805437609766,B0007
45,3.5531968089006387,-1.9267118604677658,32.60219299451182,1746.6842315789472,1.8814721597443598,B0007
49,3.5599340214678805,-1.9260915660103672,32.19571819720114,1737.6627513227513,1.8810954313244785,B0007
53,3.5595604968237993,-1.9468340181835688,31.805988160181123,1718.3130374331552,1.8710089649779995,B0007
57,3.552385161941813,-1.9364196896718646,31.737001978644926,1727.275670212766,1.8701995151941375,B0007
61,3.5707670304281067,-1.9675984733558025,31.51707667966367,1689.6680706521743,1.8706715362800985,B0007
65,3.5657224847439295,-1.9680130544442065,31.442860781038384,1688.6594782608695,1.8596124644020169,B0007
69,3.5712835067487094,-1.9675572757550353,31.32326275303232,1680.233169398907,1.860033909718346,B0007
73,3.5679716274891398,-1.967618505240168,31.28571570579735,1679.2383551912565,1.8591653109160768,B0007
77,3.5646314038791784,-1.9678214300979182,31.331850868998004,1679.283196721312,1.8481398178778288,B0007
81,3.568983888921194,-1.9675056354779956,31.32285733932258,1670.9220934065934,1.849201702126164,B0007
85,3.564620688944316,-1.9683447778186904,31.608436452122476,1733.8072614555256,1.8834677437950846,B0007
89,3.5694388142217837,-1.9788067754387157,31.782101501165204,1705.8462164383564,1.8628211117905844,B0007
93,3.568742147335628,-1.9785908218423578,31.515041989202878,1696.4787851239669,1.852085039652352,B0007
97,3.5642424070467817,-1.9784335668087778,31.13866351339678,1691.6339806629833,1.8469504648208708,B0007
101,3.5653038098527605,-1.9781601679702336,31.068710515588776,1682.8217166666666,1.836828431169018,B0007
105,3.565432167703823,-1.9783765899690637,31.618244836823447,1682.8505666666667,1.8371619619672275,B0007
109,3.5622303163451425,-1.9780771457931066,31.331528063668397,1677.6330139275765,1.8316722583718854,B0007
113,3.564481026852489,-1.9780971417908424,31.132569191182142,1668.2284341736695,1.8211470951317783,B0007
117,3.561614556780574,-1.977978349880126,30.972969676157927,1663.9107808988765,1.816506091511515,B0007
121,3.5630587459190144,-1.9784334957218421,31.1990648511682,1659.1183577464788,1.8113815601504555,B0007
125,3.5629534367704405,-1.9782873833989176,31.722267598269813,1659.0365295774648,1.8116056333939583,B0007
129,3.563446012076242,-1.9781961432676651,31.900827580605675,1654.2645677966102,1.8060548955557403,B0007
133,3.563998342345823,-1.9670969462670498,31.5372402498617,1639.2639497206703,1.8132041826994056,B0007
135,3.5604902283110547,-1.9781214643703728,31.24662583059252,1654.5475056497176,1.8062641938283535,B0007
139,3.5567002097886946,-1.9780364457328714,30.939399361884792,1644.689880681818,1.7958310249900458,B0007
143,3.5584127263446006,-1.977935781469453,30.884857004354572,1635.3817171428573,1.7858852600390451,B0007
147,3.556136820956992,-1.9780170042003,30.920682316695828,1630.6119570200576,1.7803268604502753,B0007
149,3.568999942180493,-1.9779140108313502,33.880577817079796,1663.7565028089887,1.8150756899575577,B0007
153,3.571059290544873,-1.978162017642311,33.038339318294426,1663.5275196629213,1.8157025154845838,B0007
157,3.5666921284622095,-1.9779553399945098,32.27329169539202,1649.7849801699717,1.8002432178056673,B0007
161,3.563327431073248,-1.9779914337720734,31.937919783481355,1640.4004786324788,1.7904476205609308,B0007
165,3.5590146214829015,-1.9721889844228178,31.688686599521045,1636.1661114285714,1.780343032300132,B0007
169,3.5566945836342914,-1.9723254573804139,31.779120691032947,1630.8346131805158,1.775328769596812,B0007
173,3.555013984911923,-1.9668382736785281,32.133873372089305,1630.6591977077362,1.7702629734732853,B0007
177,3.5526373754067415,-1.960929600351624,31.889431533099835,1626.42533045977,1.760081061854204,B0007
181,3.547186025484395,-1.9607588424014128,31.81736328028127,1621.600925072046,1.749647593537689,B0007
185,3.546814755244375,-1.9607439129501683,31.72316205746117,1616.5487167630058,1.749650075059311,B0007
189,3.5447850172972655,-1.9550964299704847,31.957150654392294,1617.2792080924853,1.745028739214683,B0007
193,3.5465215420964156,-1.955058998571939,32.29917704213345,1612.0939710144926,1.7396457455286727,B0007
197,3.540832547654255,-1.9491545130405272,32.128842946565555,1611.9802086956522,1.7285642277717963,B0007
201,3.542992511358393,-1.9485230174751031,32.021134355757404,1603.143029154519,1.723900324588418,B0007
205,3.5360811169860216,-1.9431227050969846,31.859048861486652,1602.9099008746357,1.7139788776485192,B0007
209,3.5392436935272635,-1.9430080085541772,32.16100333536097,1598.327128654971,1.7139701997004613,B0007
213,3.5348237062932575,-1.9425165961920092,32.10276048728767,1593.783483870968,1.7036521173638766,B0007
215,3.5366477402090606,-1.9370190075205085,32.33880662180898,1594.0499208211145,1.7040137474382486,B0007
219,3.5352062840980913,-1.9310192096578356,32.21373014824893,1589.5361411764704,1.6935716157343033,B0007
223,3.5329852237553396,-1.9304738354803441,32.09949526722965,1584.184436578171,1.6876577363877656,B0007
227,3.532158560934324,-1.9305510314753316,32.11305439113157,1579.7853461538464,1.6830744356583152,B0007
231,3.5308376380023527,-1.9247195409983122,32.20371989479744,1579.6517159763314,1.6779270142025482,B0007
235,3.5296958440720005,-1.9245739020356052,32.23340825772458,1575.2785133531156,1.6732060275966172,B0007
239,3.5281819372126093,-1.9243785304854075,32.212169716369466,1570.2029732142857,1.6674367208253988,B0007
243,3.5265730179666974,-1.9184028799161776,32.21746401954225,1570.1018065476192,1.6622662630667526,B0007
247,3.5245022548553444,-1.9181664471622712,32.23410177209762,1565.6554298507463,1.6574243065763063,B0007
251,3.5228548406546385,-1.9180994998619483,32.228343983674435,1561.2765538922154,1.652538684928734,B0007
255,3.5222829121237855,-1.9179522150901998,32.1833106060944,1556.3934474474477,1.6472174627573322,B0007
259,3.5189923820688493,-1.9116539768893375,32.17200142078129,1556.258093093093,1.6364136810898071,B0007
263,3.5177844279570794,-1.9115865510736891,32.03316223587618,1556.0419279279279,1.6362554312048496,B0007
265,3.5212226057273495,-1.917648718820213,32.506671891788216,1556.3573633633634,1.641119179218384,B0007
269,3.5172227884430147,-1.9111337702474194,31.961039485620926,1547.1489577039276,1.6315700789656966,B0007
273,3.5125010864221813,-1.9108556098369367,31.798082670491866,1542.7372333333333,1.621213282987236,B0007
277,3.5129614635074673,-1.9049762303506044,31.95802833708937,1542.6902606060607,1.6164273214762122,B0007
281,3.5125204100391962,-1.9051068520548522,32.41813169746276,1542.4159666666667,1.615823510161921,B0007
285,3.5151454557578807,-1.9049079394753692,32.64044972789331,1538.2373343465044,1.61672418029789,B0007
289,3.513443179473182,-1.898761620917719,32.56399373078006,1537.6691367781154,1.6108655863730026,B0007
293,3.5097089402574535,-1.90433828068926,32.28305350922276,1528.1987584097858,1.6006603374309376,B0007
297,3.5042771471756997,-1.904192698545851,32.06065237439007,1523.988064417178,1.5959174487005663,B0007
301,3.509207943122176,-1.8982712229514884,32.365261126964526,1524.1397116564417,1.5962179519462243,B0007
305,3.5095064920492853,-1.8977934870545983,32.68851871366292,1523.8669601226995,1.5958065114633972,B0007
309,3.505203266169396,-1.9036436467205253,32.747733642524246,1519.025975384615,1.5906507821480704,B0007
312,3.5281182345919753,-1.936992342648715,32.50500516961017,1584.5456371681416,1.6888211161855506,B0007
315,3.519590928396835,-1.9233409193548265,32.91993878980996,1537.6503404255318,1.6259938279733204,B0007
319,3.5146260368096875,-1.916884219356136,32.948305858317944,1532.9483170731705,1.6157433862812898,B0007
323,3.5115494818370454,-1.910472150518363,32.76906651915661,1528.317883792049,1.6056626764846538,B0007
327,3.510769869032659,-1.904277326283454,32.59734424608833,1523.5166963190186,1.5949746921524348,B0007
331,3.50804494279531,-1.904002494100001,32.52349894408369,1519.0782246153847,1.5904102438871945,B0007
335,3.507748080950393,-1.9036546380501311,32.578228834731775,1514.6597808641973,1.5853517062988178,B0007
339,3.5066673521067266,-1.8977146678452774,32.62728298499839,1514.2951697530862,1.5799737147242376,B0007
343,3.5061843921745397,-1.8973347377958825,32.652115712561326,1510.0479783281733,1.5752185465278068,B0007
347,3.5051004339266254,-1.8970045774163773,32.64767456395258,1504.805940993789,1.569798484648868,B0007
351,3.5054479186890566,-1.8909127399289274,32.6993879231031,1505.2133354037267,1.5702565375950357,B0007
355,3.500074246846,-1.8968789299198896,32.724576765133094,1500.6224112149532,1.565249873909438,B0007
359,3.5011647157526498,-1.8964710309338209,32.70434030242972,1495.9097625,1.559633933561147,B0007
363,3.500407285435189,-1.8967768141795405,32.74051962267582,1500.4835887850465,1.5649820533392105,B0007
366,3.507816455272743,-1.9031485600103595,33.38712825139849,1505.2351055900622,1.57497949984227,B0007
370,3.5025243992110107,-1.9028574663381217,33.270627344923426,1496.0002093750002,1.5652811168780458,B0007
374,3.505155823274424,-1.8963219640753084,33.115074143665915,1490.6551692789972,1.559755497470126,B0007
378,3.4983646475135717,-1.908430732943726,32.90572814040102,1476.8261265822784,1.549897685670499,B0007
382,3.500140843862167,-1.889754408573026,32.953112654161664,1485.8575188679245,1.5438771531345021,B0007
386,3.49909547013937,-1.8959167588975119,33.2282109237263,1482.2517665615142,1.5450187488690073,B0007
390,3.5010357611640615,-1.889387844169526,33.361342590516294,1482.0467570977914,1.5445940154102908,B0007
394,3.497212315865497,-1.8889185963670394,33.12431679486816,1477.5040221518987,1.5343086721758876,B0007
398,3.496089957852059,-1.8885071150010755,32.991553593266204,1472.2304507936508,1.5287603942958483,B0007
402,3.495877119417779,-1.8888180820733198,33.2318318845246,1472.0868380952384,1.5289260249179843,B0007
406,3.493116071455022,-1.8887930414931369,33.5098123920945,1472.3190730158728,1.529091650133123,B0007
410,3.492655946458748,-1.888168080257056,33.382402850667845,1468.147484076433,1.5239059324661248,B0007
414,3.49208824531703,-1.887904907597145,33.17829959346276,1463.1330575079871,1.5186675419100615,B0007
418,3.490216477408044,-1.8877303662432205,33.01591345323486,1458.7075352564102,1.5136482266426952,B0007
422,3.4905931958620466,-1.8878077163294114,33.271000362987586,1458.4665512820513,1.5136050185229033,B0007
426,3.4911419366203664,-1.887674933393443,33.61966967517867,1458.8291474358973,1.5139470614867965,B0007
430,3.49283645226053,-1.901022727285377,33.29697162630193,1467.6625987261145,1.5339599193158786,B0007
432,3.5025157522808223,-1.8951144121477894,33.393130865360554,1472.271019047619,1.5391372798653098,B0007
436,3.492953565598811,-1.8941478117057606,33.13820710362847,1463.249463258786,1.5236247972838737,B0007
440,3.4917462636517236,-1.8875042014728922,32.84069778843796,1458.6525224358975,1.5135813035589147,B0007
444,3.490432264232956,-1.8871434043422721,32.75739655594484,1453.3070739549842,1.5077850749847914,B0007
448,3.488861416967918,-1.8807630082774924,32.77234087259374,1454.121260450161,1.5031960676037333,B0007
452,3.4891932104785104,-1.886419275237733,32.720417557744895,1444.7104627831716,1.4978220596995881,B0007
456,3.4878785713375917,-1.8800039366336023,32.710022803073514,1444.6623171521035,1.492848534633516,B0007
460,3.486430546073901,-1.8733366537372407,32.62076759783716,1444.2311326860843,1.492414389867026,B0007
464,3.4812572775226682,-1.879702248133121,32.57651826255201,1439.5553149350649,1.487482776538081,B0007
468,3.4823550791204023,-1.8790751470067306,32.58396494906228,1435.4171009771985,1.482535148640411,B0007
472,3.4835074286280525,-1.8728728303565048,32.623742674615976,1435.3610716612377,1.4827874322228984,B0007
476,3.478976541530706,-1.8726786421400121,32.58599202496769,1434.9915504885992,1.476971179775059,B0007
480,3.483501191305966,-1.872734820116884,32.864544723781215,1439.9368214285714,1.4819015554137276,B0007
482,3.4899701994096612,-1.8800362373714223,33.079651096902374,1444.7526084142394,1.4981366198874824,B0007
484,3.484801138956006,-1.8730214281226414,32.932141650182686,1439.4842727272726,1.4820775214392872,B0007
488,3.47835437960934,-1.8725486136074456,32.755748003791545,1434.9474820846906,1.4771155312812152,B0007
492,3.475694933923807,-1.8724613181992062,32.52965474617847,1430.2198071895425,1.4720772783056488,B0007
496,3.481431873453954,-1.8659419458758726,32.848065199041,1430.6596274509802,1.472248013656454,B0007
500,3.4796060336232353,-1.865786095147701,33.072327061961936,1430.695022875817,1.4670106672274665,B0007
504,3.4782258967329596,-1.8654605849037513,32.85096451719535,1425.914206557377,1.4617672495335379,B0007
508,3.4743233868367187,-1.865134613881632,32.572302329954546,1421.5815888157892,1.4566952670489708,B0007
512,3.4737305453330443,-1.858515986418667,32.450684441760906,1421.1297171052631,1.451354972758956,B0007
516,3.47481272321405,-1.8588972649148483,32.7394359440147,1421.0231644736843,1.451615926257375,B0007
520,3.476096426841386,-1.8581969672334215,32.775898242252914,1416.9057326732673,1.4468161332173683,B0007
524,3.4686822529487804,-1.8581200056254086,32.5817324044051,1416.9549372937295,1.4467570607768785,B0007
528,3.4661964701943586,-1.8577209868352302,32.35021153014993,1411.9015264900663,1.4413797481446793,B0007
532,3.468183423895935,-1.8512458354075154,32.28754240914786,1412.1604337748345,1.4362456252208178,B0007
536,3.4678606629897453,-1.8514531972432,32.603239183227075,1412.1636125827815,1.4368154153924828,B0007
540,3.4662499547181245,-1.8574211435317929,32.61208344144242,1407.472318936877,1.4362945145860047,B0007
544,3.462469269360201,-1.857823928669184,32.26742656599958,1412.2711490066226,1.4418575315878015,B0007
547,3.480518309485383,-1.8658259561850365,32.637733704417855,1425.7798721311476,1.4672063484781797,B0007
551,3.4723137993738336,-1.8647784241320742,32.665258715232376,1416.5705247524752,1.4518640367848885,B0007
555,3.474362108592906,-1.8578958465335809,32.502652632323915,1412.0950198675496,1.4471379752748499,B0007
559,3.4722823212388754,-1.8511947629213035,32.446842086875606,1412.0039006622515,1.441790586562399,B0007
563,3.4701761898320465,-1.8509042611451945,32.39361892904713,1407.4806644518271,1.431630947911111,B0007
567,3.4635011119445216,-1.850858274670624,32.417221778010834,1407.898392026578,1.4318084249673686,B0007
571,3.467453100453348,-1.8504182940365097,32.40094040453025,1402.69259,1.4262562585106868,B0007
575,3.4675864728547845,-1.8436892876926974,32.36314241861482,1402.5220166666666,1.4260877528924913,B0007
579,3.462182535852444,-1.8498733070449755,32.382600705235255,1398.2912274247494,1.4212633510031694,B0007
583,3.465962999117946,-1.8432877207292044,32.4323818014572,1398.6769130434782,1.4163272748795108,B0007
587,3.4601727514874407,-1.8494580225090995,32.48861829940489,1393.6352751677853,1.4165781829175994,B0007
591,3.464226115253961,-1.8426221358637018,32.524062377970175,1393.5037281879195,1.4108401729425177,B0007
595,3.458799193390812,-1.8427098003104345,32.482615965621896,1393.605275167785,1.4109949628347804,B0007
599,3.4620805499710854,-1.842239518040086,32.46389583182878,1388.9813872053871,1.4061714290398801,B0007
603,3.4578782949034514,-1.842252843487983,32.55681404542561,1389.3044511784512,1.4063358479692922,B0007
607,3.461590937144894,-1.8356063485512333,32.576296430484255,1388.6851851851852,1.4004552399066514,B0007
611,3.462906230864041,-1.8561013515700384,32.81804879809979,1393.789744966443,1.4217865046055154,B0007
613,3.4753580425264796,-1.8574370794605966,32.92941193334214,1403.070956666667,1.4324552720625434,B0007
